ID,Datum,Talkshow,Inhalt
maybrit-illner_712-trump-veraendert-die-welt-stresstest-fuer-europa-1086075,2017-06-01,Maybrit Illner,"Gäste: Ursula von der Leyen (CDU, Bundesverteidigungsministerin), Katja Kipping (Die Linke, Parteivorsitzende), Ralph Freund (Vizepräsident Republicans Overseas Germany), Nicole Deitelhoff (Professorin für Internationale Beziehungen und Theorien globaler Ordnungspolitik an der Goethe-Universität Frankfurt am Main), Elmar Theveßen (stellv. Chefredakteur ZDF, Politologe Geheimdienst-Experte, ehemaliger US-Korrespondent) Deutschland ist schrecklich, sein massiver Handelsüberschuss muss weg, und die NATO ist nur dann nicht obsolet, wenn endlich alle mehr einzahlen. US-Präsident Donald Trump zieht sein „America First“ kompromisslos durch. Alle, die gehofft hatten, er werde seine Haltung ändern, müssen sich nun etwas Neues überlegen. Lohnt es sich weiter darauf zu setzen, dass Trump über die Verbindungen seiner Vertrauten mit Russland stürzt? Angela Merkel jedenfalls will nicht länger warten: „Wir Europäer müssen unser Schicksal wirklich in die eigene Hand nehmen“, sagt sie. In Washington ist man darüber nicht böse, sondern fast schon begeistert. Aber auf welche Politik kann sich Europa einigen? Und wer wird das bezahlen? Wie sieht eine Welt ohne den Weltpolizisten USA aus? (Text:ZDF)"
anne-will_342-renten-refoermchen-statt-reform-ist-die-regierung-schon-im-ruhestand-1023592,2016-11-27,Anne Will,"Gäste: Andrea Nahles (SPD, Bundesministerin für Arbeit und Soziales), Dietmar Bartsch (Die Linke, Fraktionsvorsitzender im Bundestag), Carsten Linnemann (CDU, Bundesvors. der Mittelstands- und Wirtschaftsvereinigung der CDU/​CSU), Elisabeth Niejahr (Hauptstadtkorrespondentin „Die Zeit“) Andrea Nahles, Bundesministerin für Arbeit und Soziales, hat am Freitag ihr Rentenkonzept vorgestellt. Doch die Koalition ist sich uneins u.a. über die Pläne zur Festsetzung des Rentenniveaus sowie zur Pflichtversicherung für Selbständige. Hat die Große Koalition ihre Chance vertan? Wem würden die Renten-Vorschläge wirklich helfen? Oder brauchen wir in Deutschland ein ganz neues System der Alterssicherung? (Text:ARD)"
markus-lanz_1151-folge-1151-1220668,2018-08-21,Markus Lanz,"Annegret Kramp-Karrenbauer, Politikerin Seit einem halben Jahr ist sie die Generalsekretärin der CDU. Sie zieht ein Zwischenbilanz ihrer neuen Tätigkeit und spricht über das Verhältnis der CDU zur Schwesterpartei CSU. Robin Alexander, Journalist Als Chefreporter der „Welt“ analysiert er die gegenwärtige Lage der Unionsparteien und sagt, warum er die sogenannte „Dienstpflicht-Debatte“ begrüßt. Christoph Gröner, Bauunternehmer Der erfolgreiche Unternehmer und bekennende Multimillionär spricht über soziale Verantwortung und die Schaffung bezahlbaren Wohnraums in deutschen Großstädten. Katharina Bauer, Sportlerin Die amtierende deutsche Hallenmeisterin im Stabhochsprung spricht über ihr Leben mit einem implantierten Defibrillator. (Text:ZDF)"
hart-aber-fair_547-gefahr-krankenhaus-wenig-personal-aber-reichlich-keime-1065523,2017-04-03,hart aber fair,"Die Gäste: Hermann Gröhe (CDU, Bundesminister für Gesundheit), Reinhold Beckmann (Moderator ARD-„Sportschau“; Autor der ARDDokumentation: #Beckmann: Tödliche Krankenhauskeime), Jana Langer (OP-Fachkrankenschwester), Prof. Dr. Ulrich Hildebrandt (Chirurg und ehemaliger Krankenhaus-Chefarzt; Buchautor „Die Krankenhaus-Verdiener“), Thomas Reumann (Präsident der Deutschen Krankenhausgesellschaft (DKG)) „Jeder Klinikaufenthalt könnte zur tödlichen Falle werden“: Stimmt diese vieldiskutierte Warnung einer Krankenschwester? Leiden Hygiene und Pflege in den Krankenhäusern am Zwang zum Sparen? Und wird gerade in privaten Häusern zu viel operiert, damit die Kasse stimmt? (Text:ARD)"
anne-will_312-die-zschaepe-aussage-werden-die-nsu-taten-aufgeklaert-792513,2015-12-09,Anne Will,"Nach zweieinhalb Jahren will die Hauptangeklagte im NSU-Prozess, Beate Zschäpe, ihr Schweigen brechen. Ihr Verteidiger Mathias Grasel hat angekündigt, an diesem Mittwoch vor dem Münchner Oberlandesgericht im Namen Zschäpes eine Erklärung zu verlesen, die auf alle Anklagepunkte eingehen soll. Welche Strategie steckt hinter dem Vorhaben Zschäpes, nun auszusagen? Bekommen die Hinterbliebenen der Opfer endlich Antworten auf ihre Fragen und werden die Morde des NSU jetzt endgültig aufgeklärt? Haben die Behörden aus ihren Ermittlungsfehlern gelernt? (Text:Tagesschau24)"
markus-lanz_1194-folge-1194-1247805,2018-12-05,Markus Lanz,"Annegret Kramp-Karrenbauer, Politikerin Am Freitag wird gewählt, wer den CDU-Parteivorsitz übernehmen wird. In Umfragen liegt Kramp-Karrenbauer vorn. Die Politikerin sagt, was sie in ihrer Partei verändern möchte. Christoph Schwennicke, Journalist Sein Favorit ist Friedrich Merz. „Er ist der personifizierte Gegenentwurf zur Kanzlerin und Parteivorsitzenden.“ Schwennicke gibt seine Einschätzung zur aktuellen Situation in der CDU. Michael Bublé, Sänger Er gehört zur Weltspitze der Musikszene. Gerade erschien Bublés Album „Love“. Der Sänger erinnert sich an die Anfänge seiner Karriere und spricht über seine zweijährige Musikpause. Stefan Glowacz, Extrem-Kletterer Es war die längste Expedition seines Lebens. Einmal Grönland und zurück in 100 Tagen. In der Sendung erzählt Glowacz, wie er 1000 Kilometer Eiswüste durchquert hat. (Text:ZDF)"
markus-lanz_788-folge-788-779203,2015-10-13,Markus Lanz,"Christina Paulus, Tochter der ermordeten Sigrid Paulus Im Februar 2008 verschwindet die Mutter von Christina Paulus spurlos. In der Sendung spricht die junge Frau über die Jahre der Ungewissheit und erzählt, wie schließlich 2013 die Wahrheit ans Licht kam. Albrecht Roebke, Notfallseelsorger Seit zwölf Jahren ist Albrecht Roebke evangelischer Notfallseelsorger in Kreis Bonn/​Rhein-Sieg. In der Sendung spricht er über die Zusammenarbeit mit Christina Paulus. Rudi Cerne, Moderator Am Mittwoch wird die 500.. Ausgabe von „Aktenzeichen XY… ungelöst“ im ZDF zu sehen sein. In der Sendung erinnert sich der Moderator Rudi Cerne an Fälle, die ihn besonders bewegt haben. Günther Maria Halmer, Schauspieler Der Schauspieler Günther Maria Halmer spielt die Hauptrolle im Kinofilm „Familienfest“. In der Sendung erzählt über seine Kindheit in Rosenheim und die Arbeit in einem Bergwerk in Kanada. Sükrü Pehlivan, Trödelexperte Mit seinen Kollegen vom RTL II „Trödeltrupp“ hilft er Menschen, vermeintliche Schätze aus Keller und Dachboden zu veräußern. (Text:ZDF)"
markus-lanz_873-folge-873-828301,2016-05-25,Markus Lanz,"André Schulz, Kriminalhauptkommissar Er ist der Vorsitzende des Bundes Deutscher Kriminalbeamter. In der Sendung spricht Schulz über den drastischen Anstieg von Einbrüchen und erklärt, warum nur wenige Fälle aufgeklärt werden. Theo Jost, Einbruchsopfer In seinem Betrieb wurde schon öfter eingebrochen. Jost meint, dass die Polizei machtlos ist. Der Gastronom erklärt, warum er sich für einen privaten Wachdienst entschieden hat. Angelo Kelly, Musiker Er ist das jüngste Kind der legendären „Kelly Family“. Heute hat der 34-Jährige seine eigene Familie und ist Vater von fünf Kindern. Angelo Kelly spricht über sein Leben als Musiker. Laura Tonke, Schauspielerin Für den Deutschen Filmpreis ist sie in den Kategorien „Beste weibliche Hauptrolle“ und „Beste weibliche Nebenrolle“ nominiert. In der Sendung spricht Tonke über ihren Karriereweg. Tommy Krappweis, Komiker und Autor Er ist der Erfinder der KiKa-Figur „Bernd das Brot“. Aufgewachsen ist Krappweis als Sohn von sportbegeisterten Eltern. In der Sendung erinnert er sich an seine Jugend mit Seitenstechen. Werner Krappweis, Rentner Sportlich gesehen hat er seinem Sohn einiges voraus, denn auch mit 74 ist er noch begeisterter Rennradsportler. In der Sendung sprechen Vater und Sohn über ihr Buch „Sportlerkind“. (Text:ZDF)"
anne-will_316-misstrauen-aengste-verbote-kippt-die-stimmung-gegen-fluechtlinge-802560,2016-01-31,Anne Will,Clubverbote für Flüchtlinge in Freiburg und Badeverbote in Schwimmbädern nach sexuellen Belästigungen durch Asylbewerber. Darüber diskutiert Deutschland heftig. Laut jüngsten Umfragen wächst die Angst vor zunehmender Kriminalität. Nach den Vorfällen von Paris und Köln hat jede fünfte Frau ihr Verhalten im Alltag geändert. Kippt die Stimmung gegen Flüchtlinge? Sind Hausverbote für übergriffige Flüchtlinge gerechtfertigt? Insbesondere Straftäter aus den Maghreb-Staaten sind in den Fokus der Öffentlichkeit gerückt. Lassen sich diese jungen Männer integrieren? Oder ist auch unsere Einwanderungs- und Asylpolitik Schuld am Integrationsversagen? (Text:ARD)
markus-lanz_1082-folge-1082-1162887,2018-01-31,Markus Lanz,"Til Schweiger, Filmschaffender Er ist eine der prägendsten Figuren im deutschen Film der Gegenwart. Til Schweiger äußert sich zur aktuellen #metoo-Debatte und den Vorwurf des sexuellen Missbrauchs gegen Dieter Wedel. Gisela Friedrichsen, Journalistin Die Gerichtsreporterin spricht in der Sendung über den Prozess gegen Hussein K., der in Freiburg die Studentin Maria L. vergewaltigt und ermordet haben soll und äußert sich zur #metoo-Debatte. Peter Maffay, Musiker Mit „MTV Unplugged“ gelang dem Musiker gerade sein achtzehntes Nummer-eins-Album in Deutschland. Er spricht über die Höhen und Tiefen seiner beispiellosen Karriere. Laura Schwengber, Gebärdendolmetscherin Sie ist spezialisiert auf die Übersetzung von Musik in Gebärdensprache. Sie erzählt davon, wie sie Musikvideos und Konzerte live für Gehörlose zu übersetzen. (Text:ZDF)"
hart-aber-fair_578-fremde-gegen-deutsche-arme-gegen-arme-was-zeigt-der-fall-der-essener-tafel-1173389,2018-03-05,hart aber fair,"Die Gäste: Manfred Baasner (Vorsitzender der Wattenscheider Tafel e.V.) Frank Zander (Musiker, engagiert sich für Obdachlose) Sahra Wagenknecht (DIE LINKE, Fraktionsvorsitzende) Stephan Mayer (CSU, Innenpolitischer Sprecher der Unionsfraktion) Michael Hüther (Wirtschaftswissenschaftler, Direktor des Instituts der deutschen Wirtschaft Köln) Lebensmittel nur für Deutsche – über die Entscheidung der Essener Tafel wird politisch gestritten: War das ein fremdenfeindliches Signal oder ein verständlicher Hilferuf? Werden ehrenamtliche Helfer bei uns allein gelassen, Arme gegen Arme ausgespielt? (Text:ARD)"
maybrit-illner_729-die-qual-nach-der-wahl-durchbruch-bei-jamaika-1142277,2017-11-16,Maybrit Illner,"Gäste: Ilse Aigner (CSU, bayerische Wirtschaftsministerin und stellvertretende Ministerpräsidentin), Carsten Linnemann (CDU, MdB, Vorsitzender der CDU Mittelstands- und Wirtschaftsvereinigung (MIT)), Marco Buschmann (FDP, Parlamentarischer Geschäftsführer, MdB), Kerstin Andreae (Bündnis 90/​Die Grünen, MdB, Stellvertretende Fraktionsvorsitzende (bis 2017)), Albrecht von Lucke (Publizist und Politologe), Robin Alexander (Journalist und Autor u. a. „Die Getriebene“) Die Nacht von Donnerstag auf Freitag haben die „Sondierer“ zur entscheidenden erklärt: Jetzt muss das Fundament für eine „Jamaika-Koalition“ gelegt werden. Die Beteiligten verbreiten jede Menge Zuversicht, doch auf dem Tisch liegen immer noch die drei großen, strittigen Themen „Klima“, „Steuern“ und „Flüchtlinge“ und ein Haufen „eckiger Klammern“. Kommt Jamaika nun zum Ziel? Welche Kompromisse werden gefunden? Freuen sich darüber am Ende vor allem die beteiligten Politiker und weniger die Wählerinnen und Wähler? Hat die neue Regierungskoalition dann wirklich einen Plan für Deutschlands Zukunft? (Text:ZDF)"
hart-aber-fair_584-unter-grauen-haaren-der-muff-von-50-jahren-streit-ums-erbe-der-68er-1186043,2018-04-23,hart aber fair,"Die Gäste: Dorothee Bär (CSU, Staatsministerin im Bundeskanzleramt) Rainer Langhans (Autor, Filmemacher, Schauspieler; war Mitglied der Kommune I) Michaela May (Schauspielerin) Klaus Wowereit (ehemaliger Politiker; war von 2001 bis 2014 Regierender Bürgermeister von Berlin, SPD) Stefanie Lohaus (Feministin und Publizistin; Gründerin und Mitherausgeberin des „Mizzy Magazine“) Jan Fleischhauer (Journalist, Buchautor „Unter Linken. Von einem, der aus Versehen konservativ wurde“; Spiegel-Kolumnist S.P.O.N. – Der schwarze Kanal) Sie sitzen an den Schaltstellen des Landes, haben es ruiniert und schreiben uns das Denken vor: Stimmt dieses Urteil über die 68er Generation? Braucht das Land jetzt eine konservative Revolution? Oder kann man stolz sein auf 1968, das so viel verändert hat? (Text:ARD)"
markus-lanz_765-folge-765-745118,2015-08-18,Markus Lanz,"Reiner Calmund, Fußballexperte Nach der UEFA Champions League Begegnung Lazio Rom gegen Bayer 04 Leverkusen gibt Calmund seine Einschätzung zum Spiel und erinnert sich an seine Zeit als Manager in Leverkusen. Nia Künzer, ehemalige Fußballerin Als Fußballerin wurde sie mit der Nationalmannschaft Weltmeisterin. Heute arbeitet sie als Fußball-Expertin fürs Fernsehen und schreibt Kinderbücher. Wolfgang Kubicki, Politiker Der Politiker kritisiert das geplante dritte Hilfspaket für Griechenland. In der Sendung erläutert Kubicki seine Kritikpunkte und spricht über seine Fußballleidenschaft. Claus Strunz, Journalist Vom Bundesliga-Start am vergangenen Wochenende ist er begeistert: „Es ist der beste Start in eine Saison, seit ich denken kann!“ In der Sendung spricht Strunz über den Hype um Thomas Tuchel. Michael Tönnies, Ex-Fußballprofi Jahrelang litt er an der Lungenkrankheit COPD. Vor zwei Jahren wurde Tönnies eine Lunge transplantiert. In der Sendung erzählt der 55-Jährige, wie er sein Leben verändert hat. (Text:ZDF)"
hart-aber-fair_516-erbenrepublik-deutschland-wer-hat-dem-wird-gegeben-824215,2016-05-09,hart aber fair,"Gäste: Christian von Stetten (CDU, Mittelstandspolitischer Sprecher und Vorsitzender der Finanzkommission der Unionsfraktion), Johanna Uekermann (SPD, Juso-Bundesvorsitzende und Mitglied im SPD-Parteivorstand), Wolfgang Grupp (Unternehmer; Inhaber und Geschäftsführer der Bekleidungsfirma „Trigema“), Rainer Voss (ehemaliger Investmentbanker; Privatier), Thomas Druyen (Vermögensforscher; Professor für Vergleichende Vermögenskultur und Vermögenspsychologie, Sigmund Freud Privat-Universität Wien) Löhne und Gehälter werden streng besteuert – wer aber von Aktien lebt oder erbt, den schont der Staat. Werden so Reiche immer reicher? Müssen Erbschaften und Vermögen höher besteuert werden? Oder stopft sich der Staat so nur die Taschen voll? (Text:ARD)"
markus-lanz_1108-folge-1108-1181311,2018-04-05,Markus Lanz,"Sabine Leutheusser-Schnarrenberger Zweimal war sie Justizministerin. In der Sendung äußert sich Leutheusser-Schnarrenberger zum Thema Resozialisierung und sagt, wie sie den Fall Middelhoff erlebt hat. Thomas Middelhoff, ehemaliger Manager Der ehemalige Manager sagt: „Die Reform des deutschen Justizvollzugs ist erkennbar überfällig.“ In der Sendung spricht Middelhoff über seine Zeit im Gefängnis. Michalis Pantelouris, Autor Nach zehn Jahren Ehe wurde der Journalist von seiner Frau verlassen. Pantelouris erzählt, wie er damit umgegangen ist und spricht über sein Buch „Liebe zukünftige Lieblingsfrau“. Götz Werner, Unternehmer Vor 45 Jahren eröffnete er seine erste Filiale. Heute besitzt er rund 3.450 Drogeriemärkte. Werner erklärt, warum er sich für ein bedingungsloses Grundeinkommen einsetzt. (Text:ZDF)"
maischberger-ard_445-der-alles-ist-machbar-koerper-jeder-kann-schlank-jeder-kann-schoen-681036,2015-02-03,maischberger,"Carmen Geiss: Schön und reich zu sein – dafür scheint die TV-Millionärin („Die Geissens – Eine schrecklich glamouröse Familie“) alles zu tun. Sie lebt in einem Luxuspenthouse an der Côte d’Azur. Die ehemalige „Miss Fitness“, die einst als Model für die Modefirma ihres Mannes Robert posierte, überrascht mit einem ehrlichen Geständnis: Die Unternehmerin und Mutter von zwei Kindern bekennt nicht nur, häufig beim Schönheits-Operateur gewesen zu sein, sondern auch, was schief gegangen ist – bei Brustvergrößerungen oder beim Lippenaufspritzen. Michaela May: „Ich bin gegen Schönheits-Operationen, weil man die Seele auch nicht liften kann“, sagt die langjährige „Polizeiruf 110“-Kommissarin, die seit vielen Jahrzehnten vor der Kamera steht. Für Michaela May kommen Botox oder ein Facelifting nicht in Frage: „Ein alter Körper und ein junges Gesicht passen einfach nicht zusammen. Ich glaube nicht, dass eine äußere Verjüngung eine tatsächliche Verjüngung erwirkt.“ Dr. Dietmar Löffler: „Wir machen die Menschen glücklich“, verspricht der erfahrene Schönheitsoperateur. Nur manchmal sei die Erwartungshaltung der Patienten zu hoch und dann lehne er die Behandlung ab. Komplette, so genannte „Transformer-OPs“ wie in den USA führe er nicht durch. „Wir schaffen keine Monster, sondern machen eine Wohlfühl-Chirurgie“, erklärt der Chef einer Schweizer Privatklinik. Dr. Werner Bartens: Statt sich einer Schönheitsoperation zu unterziehen, rät der Mediziner und Redakteur der „Süddeutschen Zeitung“ zu einem Termin beim Psychologen: „90 Prozent dieser Menschen haben eine gestörte Selbstwahrnehmung.“ Die Versprechen der Chirurgen könnten daher nie eingelöst werden. Auch Diät- und Fitnesswahn führten in die Irre: „Selbst Schlanke bis Magersüchtige halten sich für zu dick. Die bleiben auch unzufrieden, wenn sie abnehmen.“ Nathalie Rosenke: „Dicke sind dumm, faul und undiszipliniert“ – gegen solche Vorurteile kämpft die Vorsitzende der Gesellschaft gegen Gewichtsdiskriminierung. Sie hat selbst hat schon viel Verachtung und Erniedrigung wegen ihren über 100 Kilo erfahren. „Ein dicker Körper kann auch gewollt sein.“ Die Webdesignerin sagt, und träumt von einer Welt ohne Gewichtsfanatismus. Patrick Heizmann: „Ich möchte nie wieder übergewichtig sein, weil ich weiß, wie sich ein schlanker Körper anfühlt“, sagt der Fitnesstrainer. Patrick Heizmann ist sich sicher: Wenn dicke Menschen auf einen Schlag 30 Kilo abnehmen könnten, würden sie es tun. „Ich glaube einfach nicht, dass Übergewichtige sich ihre Kilos bewusst anfuttern, um dann zu sagen: So bin ich glücklich“, sagt der Autor („Ich bin dann mal schlank“). (Text:ARD)"
anne-will_378-deniz-yuecel-ist-frei-was-bedeutet-das-fuer-das-verhaeltnis-zur-tuerkei-1169442,2018-02-18,Anne Will,"Nach mehr als einem Jahr Haft ohne Anklage ist der deutsch-türkische Journalist Deniz Yücel wieder frei! Der Freilassung gingen umfangreiche Verhandlungen der Regierungen voraus. Das Auswärtige Amt bekräftigt, dass es keine „Deals“ gegeben habe. Der Fall Yücel hatte das deutsch-türkische Verhältnis schwer belastet. Was bedeutet seine Freilassung nun für die Beziehung beider Länder? Zu Gast bei Anne Will: Ulf Poschardt, „Welt“-Chefredakteur Norbert Röttgen (CDU), Vorsitzender des Auswärtigen Ausschusses des Deutschen Bundestages Sevim Dagdelen (Die Linke), stellvertretende Fraktionsvorsitzende Michael Roth (SPD), Staatsminister für Europa im Auswärtigen Amt Peter Steudtner, Menschenrechtsaktivist, saß mehrere Monate in türkischer Haft (Text:ARD)"
markus-lanz_1132-folge-1132-1199024,2018-06-05,Markus Lanz,"Boris Pistorius, Politiker Seit 2013 ist er Minister für Inneres und Sport in Niedersachsen. In Bezug auf die Bamf-Krise sagt Pistorius: „Mich überrascht diese Überraschung, die einige jetzt vorheucheln.“ Stefan Aust, Journalist Er sagt zur Bamf-Krise: „Die Politiker haben flächendeckend sich selbst und dieses Land belogen.“ Aust erklärt, wer für die Krise verantwortlich ist und äußert sich zur Innenministerkonferenz. Dr. Nahlah Saimeh, Psychiaterin Seit über 20 Jahren beschäftigt sie sich mit Terroristen, Mördern und Sexualstraftätern. In der Sendung erzählt Saimeh von ihrer Arbeit als forensische Psychiaterin. Prof. Ingo Fietze, Schlafmediziner Rund 80 Prozent aller deutschen Arbeitnehmer leiden an Schlafstörungen. In seinem Buch „Die übermüdete Gesellschaft“ erläutert Prof. Fietze, wie Schlafmangel uns krank macht. (Text:ZDF)"
maybrit-illner_688-gier-statt-reue-kommt-die-banken-krise-zurueck-996176,2016-10-27,Maybrit Illner,"Gäste: Markus Söder (CSU, Finanzminister Bayern), Oskar Lafontaine (Die Linke, ehemaliger Bundesfinanzminister, Fraktionsvorsitzender „Die Linke“ im Landtag Saarland), Jörg Eigendorf (Konzernsprecher Deutschen Bank), Rainer Voss (ehemaliger Investmentbanker), Carolin Roth (Finanzjournalistin, CNBC), Herrmann-Josef Tenhagen (Chefredakteur Finanztip) Die Deutsche Bank ist geldgewordene Krise. Das Investmentbanking bescherte dem Mutterhaus einst goldene Jahre. Heute droht die Bank genau wegen des Investmentbankings und der großen internationalen Verflechtung zur Gefahr für Finanzmärkte und Wirtschaft zu werden. Juristische Altlasten kommen hinzu. Wer ist schuld an dieser Situation? Muss die Politik im Ernstfall die Bankenpleite zulassen? Oder muss am Ende doch wieder der Steuerzahler einspringen? Die Sparer in Deutschland würde dies doppelt treffen. Dank Billiggeld der Europäischen Zentralbank verdienen Profis Unsummen an Aktien und Immobilien; für einfache Sparer gibt es nur noch Null-Zinsen. Werden Zocker belohnt und Sparer bestraft? Heißt es: Zinsen runter, Gebühren rauf und schon wieder Banken retten? (Text:ZDF)"
maischberger-ard_467-neue-heimat-wie-veraendern-fluechtlinge-unser-land-776849,2015-10-06,maischberger,"Die Kanzlerin verströmte kürzlich noch Zuversicht: „Wir schaffen das!“ Der Bundespräsident dagegen warnt: „Unser Herz ist weit. Doch unsere Möglichkeiten sind endlich.“ Und der Innenminister fordert jetzt von den Flüchtlingen eine „Ankommenskultur“. Tatsächlich bereitet der Flüchtlingsandrang laut dem ARD-Deutschlandtrend einer Mehrheit der Deutschen mittlerweile Angst: Werden Wohnungen knapp? Steigen die Arbeitslosenzahlen? Akzeptiert die Mehrheit der vielen Neuankömmlinge Werte wie Gleichberechtigung und Toleranz? Heinz Buschkowsky Der langjährige Bürgermeister von Neukölln plädiert dafür, den Zustrom der Flüchtlinge zu begrenzen: „Wir können nicht jedes Jahr eine Million Flüchtlinge verkraften.“ Dazu gehöre die rasche Rückführung der Asylbewerber ohne Bleibeperspektive. „Wenn wir Integration ernst nehmen, müssen wir uns auf diejenigen konzentrieren, die eine Perspektive haben“, sagt der SPD-Politiker. „Die Zeit der La-Ola-Wellen der Willkommenskultur ist vorbei. Der graue Alltag der Integration wird kommen. Das heißt Sprache, Wohnung und dann einen Job – und dazu gehört auch eine Grundqualifikation, die ganz viele Flüchtlinge nicht mitbringen“, beklagt Heinz Buschkowsky. Renate Künast Die frühere Bundesvorsitzende der Grünen fordert, dass Deutschland im Zuge der Flüchtlingsintegration seine „Identität weiterentwickelt“. Zwar werde Deutschland sich dadurch ein Stück verändern, aber diese Anstrengung werde sich lohnen, so Künast. Die frühere Bundesministerin mahnt, „nicht die Fehler, die wir damals mit den Gastarbeitern gemacht haben, zu wiederholen“. Jakob Augstein „Jeder Mensch ist integrierbar unter den richtigen Umständen. Doch für diese Umstände sind wir verantwortlich, nicht der Flüchtling“, sagt der „Freitag“-Herausgeber. Jakob Augstein ist überzeugt: „Wer sich zurücklehnt und denkt, meine Heimat bleibt wie sie ist, der hat nicht verstanden: Die Flüchtlingsproblematik ist eine nationale Aufgabe, die uns alle angeht.“ Die Identität Deutschlands werde sich verändern, glaubt der „Spiegel“-Kolumnist. „Daher brauchen wir eine Leitkultur für beide Seiten, für In- und Ausländer.“ Tania Kambouri Vor zwei Jahren wurde die griechischstämmige Polizistin mit einem wütenden Leserbrief bundesweit bekannt, in dem sie über ihre Erfahrungen mit aggressiven Einwanderern berichtete. Tania Kambouri bekam Unterstützung von Kollegen in ganz Deutschland. Gebessert habe sich nichts, stellt sie ernüchtert fest: „Wir Polizisten erleben bei Einsätzen immer häufiger Pöbeleien, Beleidigungen und kriminelles Verhalten. Wir werden weder als Staatsmacht noch als Menschen respektiert.“ Sie fürchtet, mit der steigenden Zahl an Flüchtlingen eine Verschärfung der Lage. Marie-Luise Balk-Egger „Menschen in Not zu helfen ist eine Sache. Dies völlig unkontrolliert zu tun, ist naiv und nicht dienlich für die gesamte Stadtgemeinschaft“, kritisiert die pensionierte Pädagogin die aktuelle Flüchtlingspolitik. Die Sprecherin einer Bürgerinitiative im baden-württembergischen Weinheim fordert deshalb „Nächstenliebe sowohl für Flüchtlinge als auch für unsere Bürger“. Man fühle sich von der Politik überrollt und gerade die Sorgen älterer Menschen würden nicht ernst genommen, fürchtet Marie-Luise Balk-Egger. Richard Arnold „Die Begegnungen mit den Flüchtlingen werden die Sichtweisen von uns Deutschen verändern“, glaubt der Unionspolitiker. Er ist sich sicher: „Zum einen besinnen wir uns wieder auf unsere eigenen Werte wie Verlässlichkeit, zum anderen lernen wir von den Kulturen der Flüchtlinge.“ Der Oberbürgermeister von Schwäbisch Gmünd setzt sich persönlich dafür ein, dass die Asylbewerber Teil der Stadtgemeinschaft werden. Vom ersten Tag ihrer Ankunft an organisiert Richard Arnold Sprachkurse, bindet sie in ehrenamtliche Mitarbeit ein und bittet seine Mitbürger um Wohnraum. (Text:ARD)"
hart-aber-fair_525-zaeune-statt-hilfe-sind-wir-selbst-schuld-an-der-naechsten-fluechtlingswelle-987299,2016-09-19,hart aber fair,"Die Gäste: Neven Subotic (Profi-Fußballer bei Borussia Dortmund; floh mit seinen Eltern aus Bosnien nach Deutschland, als er ein Jahr alt war; unterstützt mit der von ihm gegründeten Stiftung Projekte in Afrika), Elias Bierdel (Journalist und Menschenrechtsaktivist, Gründer von „Borderline Europe – Menschenrechte ohne Grenzen“), Norbert Röttgen (CDU, Vorsitzender des Auswärtigen Ausschusses), Shafagh Laghai (Korrespondentin im ARD-Studio Nairobi), Peter Györkös (Botschafter von Ungarn in der Bundesrepublik Deutschland) Noch streitet Deutschland über die letzte Flüchtlingswelle. Da warnen Experten vor weiteren Millionen Verzweifelter, die sich auf den Weg zu uns machen. Tut Europa genug gegen die Ursachen der Flucht? Oder setzen wir nur noch auf Zäune und Abschreckung? (Text:ARD)"
maybrit-illner_744-armut-gewalt-ausgrenzung-ist-schule-laengst-machtlos-dagegen-1181313,2018-04-05,Maybrit Illner,"Gäste: Franziska Giffey (SPD, Bundesministerin für Familie), Joachim Herrmann (CSU, Bayerischer Staatsminister des Innern und für Integration), Ingrid Freimuth (Diplom-Pädagogin), Ahmad Mansour (Psychologe und Autor („Generation Allah“)), Yigit Muk (BWL-Student) Lehrer schreiben Brandbriefe, Eltern klagen, Rektoren bestellen Wachschutz: Mobbing, Gewalt, Rassismus wird an vielen Schulen zum Problem. Wo Toleranz, Integration und Chancengerechtigkeit entstehen sollen, regieren Frust und Hass. Wer ist schuld? Lehrer sollen Sozialarbeiter, Erzieher, Integrations- und Inklusionshelfer sein. Können sie alles reparieren, was in den Familien und in der Gesellschaft schief läuft? Was wird aus den Kindern der Brennpunkt-Schulen? Lässt die Politik Lehrer und Kinder im Stich? (Text:ZDF)"
markus-lanz_1045-folge-1045-1132263,2017-10-04,Markus Lanz,"Markus Feldenkirchen, Journalist Für den aktuellen Spiegel-Titel „Die Schulz Story“ hat er den SPD-Kanzlerkandidaten seit März begleitet. In der Sendung sagt Feldenkirchen, wie er Martin Schulz erlebt hat. Cem Özdemir, Politiker In der Sendung sagt der Parteivorsitzende von Bündnis 90/​ Die Grünen, wie er den Wahlkampf erlebt hat und äußert sich zu einer möglichen Jamaika-Koalition. Conchita, Sängerin 2014 gewann sie als „Conchita Wurst“ für Österreich den Eurovision Song Contest. Sie erklärt, warum es die Kunstfigur nicht mehr lange geben wird und was sie über das Frausein gelernt hat. Helge Timmerberg, Journalist und Autor Gerade erschien sein Buch „Die Straßen der Lebenden“. In der Sendung sagt Timmerberg, wie der Buchtitel entstanden ist und berichtet von seinen Abenteuern zwischen Rio und Indien. (Text:ZDF)"
